40,15,95,36,52,59,88,16,75,18,73,64,3,11,1,53,0,13,92,90,12,71,9,46,23,19,49,27,95,59,54,66,0,12,6,8,11,7,10,2,15,5,9,14,1,3,4,13,0
70,1,3,10,50,52,79,25,41,29,67,73,37,36,68,69,45,19,45,23,68,20,97,99,67,71,55,89,29,11,72,14,0,14,1,8,9,4,6,2,7,12,5,13,11,3,10,15,1
66,36,62,90,85,3,5,18,22,72,76,24,37,30,75,80,100,85,31,0,93,82,45,60,11,7,3,31,75,81,14,7,0,8,10,7,14,1,4,11,6,13,3,12,15,9,2,5,2
15,12,14,22,25,91,55,81,53,37,13,65,8,47,81,32,6,81,22,3,56,16,4,51,82,88,81,95,97,3,19,44,0,1,15,6,11,5,8,2,3,13,12,7,14,10,4,9,3
45,84,84,21,12,99,79,63,100,4,97,21,23,2,93,28,95,49,5,69,5,8,59,77,8,80,46,67,23,94,71,86,0,14,2,12,9,10,6,1,4,5,7,8,3,15,11,13,4
24,20,15,100,34,79,60,69,65,45,2,75,87,81,71,89,47,1,39,36,51,3,25,19,73,72,1,53,58,9,0,27,0,15,13,5,1,2,7,6,12,3,4,9,14,10,8,11,5
79,81,85,89,42,68,50,80,62,39,37,43,1,38,70,78,75,61,94,11,18,83,56,90,69,55,52,9,71,47,89,79,0,1,15,8,12,14,4,9,13,5,6,10,2,3,11,7,6
20,89,75,50,27,99,87,45,79,74,82,0,88,18,34,51,75,16,29,1,90,34,96,8,35,62,54,8,7,74,34,31,0,2,4,1,3,10,6,11,5,8,13,9,15,7,12,14,7
38,5,90,40,78,83,13,56,18,35,15,79,39,95,100,94,69,36,20,6,68,23,81,61,24,99,36,14,70,60,72,87,0,9,4,3,5,12,6,15,2,7,11,14,1,8,10,13,8
11,73,88,91,10,84,12,84,45,66,60,38,82,67,72,11,7,48,60,49,36,77,47,33,17,35,95,86,10,65,36,47,0,14,8,12,15,11,7,5,9,6,13,1,4,10,3,2,9
