85,54,41,72,12,99,1,62,52,89,58,65,31,100,91,96,88,83,16,1,20,31,96,26,73,96,34,86,43,99,11,63,0,8,7,12,4,5,1,13,14,6,2,3,15,10,9,11,0
23,91,93,41,8,17,36,5,20,63,6,69,70,66,10,87,1,49,80,75,72,3,100,66,45,84,97,63,49,75,72,41,0,7,5,4,8,2,3,10,15,1,13,11,9,6,14,12,1
7,86,45,53,80,50,76,88,78,83,28,25,1,81,66,67,43,78,29,15,57,35,61,51,42,3,8,78,95,69,18,59,0,6,13,15,5,9,12,10,1,11,2,14,4,3,7,8,2
79,77,91,28,29,51,57,84,69,94,53,84,44,89,83,23,82,63,19,87,93,1,9,21,36,44,4,47,67,18,40,33,0,8,1,7,10,14,15,12,2,11,13,9,6,5,3,4,3
75,4,54,24,62,73,56,15,51,0,6,35,0,7,48,29,61,66,93,35,56,28,20,52,17,90,23,75,17,59,78,0,0,15,9,8,2,12,13,14,11,5,6,7,10,1,3,4,4
55,97,53,38,4,75,90,72,13,10,71,35,66,23,28,84,66,3,27,88,56,93,72,14,39,42,75,76,72,19,15,49,0,10,13,3,5,14,11,8,6,1,12,4,15,2,7,9,5
89,33,91,67,52,27,74,41,76,53,100,42,78,9,60,44,41,95,31,23,1,32,82,79,26,20,39,5,10,36,10,50,0,5,1,11,8,15,14,10,12,9,13,2,7,4,3,6,6
14,96,58,90,27,59,31,52,26,6,73,13,97,35,63,75,25,84,96,39,5,11,31,27,98,69,68,17,95,19,2,51,0,1,7,12,9,6,14,5,13,11,4,10,15,3,2,8,7
56,94,49,97,22,84,72,47,33,95,59,56,72,62,65,52,3,12,80,28,18,41,46,60,7,57,34,58,94,69,67,66,0,1,4,2,12,8,10,13,11,5,7,3,9,14,6,15,8
4,63,78,2,7,72,51,5,1,20,72,14,13,23,49,74,15,91,43,71,3,46,83,63,22,39,75,49,24,88,28,56,0,2,8,14,9,7,11,13,5,1,3,6,4,10,12,15,9
60,95,75,52,8,28,7,15,48,10,21,1,82,22,27,10,71,42,8,65,67,89,58,95,26,62,53,87,90,9,66,62,0,10,15,1,8,6,14,4,7,5,3,2,9,12,13,11,10
73,80,15,73,4,77,73,77,54,5,11,53,85,39,58,37,69,79,1,11,58,54,50,33,45,29,11,43,20,43,4,62,0,3,10,6,7,11,12,4,9,13,14,5,15,2,1,8,11
