98,49,63,36,63,48,38,32,43,97,69,42,74,85,90,94,20,4,66,2,8,46,32,12,62,82,57,72,68,24,47,56,0,7,6,12,4,13,15,3,10,8,11,9,14,1,2,5,0
20,49,40,38,98,91,78,81,87,19,16,4,41,38,62,7,49,97,4,14,22,54,63,21,33,38,31,50,78,10,39,43,0,13,15,6,1,12,9,5,7,11,14,4,2,3,8,10,1
54,43,22,18,41,54,55,70,74,91,33,95,24,28,39,79,77,96,44,61,79,65,77,75,46,95,58,70,63,27,61,85,0,14,1,6,2,9,7,5,12,15,4,8,11,10,13,3,2
10,83,96,19,55,12,43,22,67,6,49,39,4,13,71,43,1,94,54,65,9,66,14,56,31,25,66,65,15,71,27,32,0,8,9,13,7,1,4,2,3,5,15,12,6,11,10,14,3
7,77,45,84,0,79,97,78,81,85,11,1,20,48,52,72,73,39,3,53,65,80,85,10,79,50,90,39,59,32,18,95,0,15,1,7,10,4,3,12,13,11,8,14,5,6,9,2,4
32,92,24,88,81,65,32,48,35,88,8,87,65,2,85,45,0,70,52,89,52,21,44,92,17,31,79,46,87,39,41,91,0,4,15,11,9,2,13,7,14,6,10,12,3,8,5,1,5
39,73,51,87,94,13,47,27,54,32,35,32,46,97,68,77,47,62,68,87,94,12,60,89,61,100,28,98,40,28,18,88,0,15,13,6,1,11,12,9,7,2,10,4,3,14,5,8,6
77,93,73,16,55,9,10,12,67,84,24,6,68,32,2,52,97,36,79,92,64,27,1,28,10,15,50,69,74,78,97,31,0,4,13,7,11,12,3,5,2,1,10,6,15,8,14,9,7
6,74,29,37,5,90,82,10,21,63,17,75,96,47,60,71,55,44,65,65,74,78,0,53,100,21,36,36,67,6,74,61,0,2,5,4,7,9,10,15,6,12,3,14,8,13,1,11,8
87,9,34,83,92,24,75,69,42,19,62,7,63,22,82,61,54,1,22,29,61,66,96,8,83,12,75,64,30,20,32,61,0,12,6,5,8,4,14,9,15,1,10,3,13,7,2,11,9
60,70,19,87,56,5,1,4,53,1,100,57,13,61,57,56,46,68,60,10,37,35,38,12,18,86,64,94,16,24,80,31,0,7,8,1,12,6,10,14,3,11,4,2,9,15,5,13,10
23,86,89,99,16,2,100,98,59,63,74,73,14,31,67,60,42,80,36,60,17,97,22,39,55,26,23,95,63,71,58,87,0,10,13,8,15,1,3,5,14,4,7,12,2,6,11,9,11
40,38,88,76,11,47,1,84,33,22,65,0,32,96,51,22,41,1,67,86,25,56,15,33,33,91,66,63,30,81,16,16,0,7,5,8,4,15,11,2,10,3,14,12,6,9,1,13,12
55,78,32,25,30,96,56,62,17,98,95,37,63,9,73,84,67,78,56,81,22,68,33,79,94,72,16,8,26,9,35,33,0,3,11,2,4,10,15,1,13,14,6,5,12,7,8,9,13
73,80,56,82,47,91,15,94,63,57,5,71,32,95,84,68,75,68,46,48,91,15,23,90,74,28,2,38,36,84,37,75,0,8,7,10,12,4,9,13,5,3,11,6,14,15,2,1,14
25,37,53,88,32,17,11,30,56,62,26,33,47,30,91,68,85,93,17,21,98,47,93,32,68,80,15,39,35,1,3,93,0,5,3,9,14,2,6,11,10,7,8,12,4,1,15,13,15
82,14,37,48,87,52,26,43,61,75,5,79,10,5,76,96,88,39,15,41,47,50,44,68,27,28,56,65,30,1,97,63,0,8,2,15,7,4,13,11,10,1,5,9,3,12,6,14,16
65,42,0,62,76,40,63,19,87,61,87,54,93,19,3,30,98,47,82,70,6,65,57,83,88,2,98,35,91,56,62,30,0,7,1,10,11,9,4,5,14,8,13,6,12,3,15,2,17
74,84,32,46,10,86,80,17,77,76,60,20,98,68,19,11,89,4,73,62,47,13,23,44,3,43,59,44,97,61,68,24,0,6,14,8,3,15,5,10,7,12,2,11,1,13,9,4,18
82,7,50,83,47,7,47,85,48,100,21,82,80,47,24,79,80,89,33,34,2,49,81,98,4,31,3,67,12,49,89,4,0,15,6,8,11,4,1,3,7,5,13,10,14,12,9,2,19
26,9,52,61,69,1,34,17,20,83,75,21,68,42,39,22,44,68,52,73,27,37,91,32,25,52,37,42,34,12,1,98,0,14,2,5,11,6,1,9,8,4,15,12,13,10,7,3,20
3,68,5,79,68,76,53,76,23,64,90,97,51,84,57,23,92,76,25,0,1,92,95,76,15,60,28,49,11,45,69,28,0,1,10,6,3,2,5,11,8,15,7,9,14,13,4,12,21
18,74,64,84,23,96,33,53,85,5,60,56,92,19,28,53,1,64,55,43,24,28,32,68,0,54,38,16,90,56,31,81,0,8,12,10,13,4,6,14,1,5,9,3,7,11,15,2,22
64,26,70,32,35,86,25,23,73,54,29,83,5,77,65,18,45,16,46,98,52,11,26,22,83,34,21,72,31,94,44,91,0,7,10,8,11,3,6,13,5,2,14,9,15,4,12,1,23
88,29,8,50,26,17,89,56,64,83,25,99,86,91,66,95,84,17,3,91,66,52,68,83,71,36,60,77,89,21,35,39,0,3,6,7,11,4,13,5,9,1,2,15,10,12,8,14,24
45,79,81,89,27,31,82,35,93,41,71,74,43,56,33,11,4,65,29,89,63,6,53,47,69,12,43,23,91,25,39,39,0,5,1,4,3,14,12,10,13,7,2,15,11,6,8,9,25
64,43,77,38,87,88,32,41,25,57,6,91,80,93,68,56,5,14,60,64,59,40,7,76,23,72,40,72,56,6,45,1,0,1,7,9,2,6,13,12,5,11,4,3,8,15,14,10,26
10,91,34,56,58,85,25,78,58,85,56,55,68,13,87,28,60,31,29,49,88,14,69,13,94,17,37,23,11,25,94,84,0,3,1,9,14,13,6,11,10,12,7,8,5,15,2,4,27
71,61,5,86,79,85,100,44,87,9,71,27,30,25,51,53,29,44,24,9,74,8,0,3,100,62,88,59,25,11,11,24,0,2,13,12,3,4,10,5,6,14,9,11,15,8,1,7,28
39,31,74,28,73,61,8,53,47,92,47,55,11,15,12,0,42,7,9,35,77,51,94,75,93,56,58,95,65,76,6,43,0,8,7,6,9,15,3,5,4,13,14,2,11,12,10,1,29
62,41,26,9,77,49,62,20,30,22,12,31,91,91,13,35,89,18,95,81,27,86,69,37,46,79,80,80,49,75,72,42,0,11,8,3,1,4,5,7,10,12,14,13,6,9,2,15,30
38,24,53,48,52,34,68,84,56,73,78,11,83,45,88,30,2,48,90,58,73,26,48,9,21,21,22,45,40,84,45,58,0,12,8,13,2,1,15,14,4,3,9,6,7,10,5,11,31
95,60,33,63,56,92,79,86,7,37,73,81,80,23,80,65,7,5,66,22,57,44,6,10,42,74,25,24,23,28,40,59,0,7,5,3,2,12,15,1,4,11,8,13,14,10,9,6,32
61,37,67,4,88,97,31,95,79,90,98,49,94,71,55,73,72,82,71,45,99,0,22,76,92,93,95,85,100,59,15,96,0,9,7,11,15,3,8,4,2,12,13,6,14,5,10,1,33
22,50,25,52,94,91,13,52,97,56,55,6,75,78,61,60,85,12,100,8,52,29,1,29,61,46,29,50,23,89,41,18,0,1,13,7,12,10,15,5,8,9,4,2,6,14,3,11,34
22,81,27,82,92,20,40,17,24,27,40,86,38,70,74,90,85,50,59,36,42,38,74,36,88,68,49,7,73,51,10,6,0,1,5,7,12,8,14,9,11,2,13,3,15,4,10,6,35
31,100,26,94,6,92,23,92,72,5,93,20,18,29,48,31,33,8,84,61,60,40,67,6,11,46,74,59,64,70,92,82,0,1,3,2,12,6,8,11,4,5,7,10,13,9,15,14,36
41,60,85,22,84,74,62,88,79,60,33,68,52,92,77,18,57,97,69,51,18,74,68,19,31,11,62,45,44,17,90,93,0,5,10,6,8,3,15,2,4,9,13,1,7,11,14,12,37
15,37,29,1,62,69,6,78,49,45,96,98,78,7,83,60,28,96,24,61,6,89,65,24,25,52,86,32,58,49,62,62,0,12,9,3,10,8,5,7,2,15,14,4,11,13,6,1,38
74,59,33,64,57,56,25,18,86,6,52,56,28,38,73,41,30,78,52,61,37,45,63,95,46,39,72,12,92,13,0,23,0,7,14,4,13,3,15,6,10,12,5,2,9,1,8,11,39
4,66,56,7,39,75,56,71,47,30,34,47,37,96,7,69,86,51,3,94,7,71,65,74,41,39,73,85,44,70,91,53,0,7,10,9,6,2,14,3,11,13,15,8,1,4,12,5,40
22,16,32,15,10,14,5,3,85,57,79,8,80,0,91,6,98,91,75,58,86,36,86,18,41,42,75,91,4,55,44,55,0,3,2,14,12,15,13,8,4,9,10,11,7,6,5,1,41
57,16,86,79,55,50,88,68,44,76,72,91,51,85,23,96,11,67,45,64,42,11,62,37,36,60,68,71,29,30,30,48,0,10,14,15,12,8,7,4,6,5,1,3,13,9,2,11,42
40,19,56,93,75,17,16,64,23,64,52,81,22,18,54,3,63,87,85,42,66,19,61,17,3,27,28,27,65,17,65,71,0,13,6,12,3,4,5,1,8,15,9,2,10,14,11,7,43
41,49,40,34,81,0,18,78,28,39,16,25,49,95,70,6,14,97,56,48,79,92,51,89,6,41,6,23,86,100,91,80,0,1,4,5,13,12,3,8,6,11,10,14,15,2,7,9,44
96,49,55,52,86,65,83,0,90,16,97,84,19,64,73,57,78,22,8,78,3,54,63,29,98,57,2,20,67,95,37,73,0,12,2,5,14,15,6,9,10,13,3,4,8,11,1,7,45
40,88,37,38,61,43,70,5,12,38,11,11,18,66,48,26,66,88,34,62,82,72,76,21,40,10,30,64,22,49,58,69,0,8,10,15,2,1,7,11,3,12,5,4,14,6,13,9,46
32,20,46,73,46,2,94,22,9,1,51,53,64,84,41,14,23,37,58,54,8,22,9,62,66,47,30,59,21,95,24,80,0,4,10,8,13,11,15,14,6,1,5,9,12,3,2,7,47
99,60,79,51,64,25,7,74,92,93,24,3,44,73,70,69,90,26,3,35,37,53,1,11,80,81,11,57,53,39,22,16,0,4,12,7,6,10,3,13,9,11,5,15,14,2,8,1,48
