68,82,37,31,36,50,88,72,31,62,96,70,61,80,36,22,38,74,3,35,19,39,78,28,8,25,26,59,98,99,53,40,0,14,5,3,11,15,1,7,12,9,10,2,13,4,8,6,0
65,45,63,30,11,0,67,67,34,89,42,31,72,63,75,28,78,14,55,42,79,0,93,20,54,39,81,56,83,69,59,5,0,13,14,6,3,4,9,12,5,2,15,10,8,11,7,1,1
4,23,24,95,74,90,63,11,47,96,58,26,41,21,41,15,54,54,91,13,53,59,16,84,19,62,54,60,96,18,85,39,0,12,11,1,4,2,13,10,8,15,14,9,3,5,6,7,2
18,3,37,59,92,45,30,55,35,11,62,27,9,31,68,70,90,11,79,7,78,24,72,27,15,74,20,92,34,5,80,31,0,14,4,5,11,10,9,8,15,2,7,13,12,1,3,6,3
32,96,90,65,64,41,44,30,98,53,43,54,85,81,73,24,55,53,26,61,39,27,22,8,36,69,9,1,75,15,66,96,0,12,9,5,8,2,3,10,11,13,14,7,4,1,6,15,4
47,41,64,71,32,63,34,24,67,6,53,3,15,45,14,80,8,86,64,19,92,23,2,59,55,82,24,54,62,82,45,71,0,3,5,4,9,10,1,14,12,15,2,7,8,11,6,13,5
73,28,30,63,46,16,90,35,61,28,65,57,95,98,41,41,100,81,78,28,94,59,100,61,32,69,84,70,80,58,6,15,0,4,2,15,7,1,12,5,14,13,6,8,11,10,3,9,6
13,100,85,80,58,75,54,39,59,80,58,54,53,39,73,37,20,61,60,4,57,35,41,70,60,97,10,78,39,59,69,87,0,13,8,14,5,6,3,10,9,7,1,15,12,4,2,11,7
92,65,19,84,8,59,67,92,97,73,14,46,16,85,16,32,87,60,76,64,48,87,39,47,36,39,20,36,60,42,37,41,0,8,9,14,11,15,12,13,7,5,2,6,1,10,3,4,8
68,35,71,4,5,26,44,14,56,58,13,11,75,60,7,59,90,33,26,8,11,87,51,31,84,38,39,53,71,90,3,46,0,11,13,4,6,14,10,7,15,2,5,9,3,1,8,12,9
61,77,20,78,59,31,74,98,28,37,57,62,1,54,96,57,16,75,20,91,15,60,2,83,83,63,38,99,35,69,75,82,0,5,14,13,9,1,8,11,6,10,4,2,7,12,15,3,10
4,65,53,55,99,69,21,52,90,35,52,11,56,92,95,29,62,79,51,7,4,8,48,23,40,23,32,71,55,74,80,96,0,3,10,12,11,5,9,7,4,2,15,6,8,14,1,13,11
88,18,26,80,62,38,81,33,12,39,35,72,65,60,18,16,81,33,28,96,12,3,19,54,2,77,77,82,69,85,39,30,0,3,8,6,13,14,5,1,9,12,11,4,10,7,15,2,12
47,35,56,8,42,87,41,58,35,79,91,91,72,92,75,35,89,53,50,4,49,100,80,75,0,4,45,81,78,80,29,94,0,3,4,13,2,15,10,6,5,14,11,8,7,1,9,12,13
24,43,55,0,17,54,21,8,91,54,20,75,1,13,70,72,52,60,50,60,18,100,57,66,41,41,34,36,86,46,40,48,0,2,5,10,9,8,11,7,4,14,1,3,6,13,12,15,14
19,46,68,2,77,14,93,40,32,52,16,9,30,16,83,25,3,57,9,42,51,94,86,37,80,63,99,98,29,2,38,93,0,8,9,5,6,14,1,2,7,11,3,12,13,10,15,4,15
38,44,40,10,41,29,13,44,100,31,98,9,90,73,30,39,37,52,48,58,83,40,43,70,16,82,87,93,30,94,42,10,0,8,9,11,12,14,13,6,10,4,5,15,1,2,7,3,16
1,65,7,23,0,32,88,93,62,43,47,26,11,92,51,76,72,35,56,51,5,6,65,36,18,90,38,95,100,35,28,96,0,2,1,10,5,9,4,11,8,14,3,7,13,15,12,6,17
58,21,88,36,74,27,97,71,12,63,87,28,38,37,100,28,55,49,100,45,49,17,34,42,25,42,46,94,26,90,15,69,0,10,8,6,11,12,4,15,14,13,3,9,7,1,5,2,18
42,17,56,52,94,2,23,67,10,54,43,79,3,39,83,28,84,68,20,49,81,20,15,86,36,83,31,50,16,18,97,63,0,2,10,7,15,8,1,5,12,11,3,13,9,4,6,14,19
52,36,16,41,11,18,20,94,2,49,92,28,48,0,4,12,51,60,67,51,48,54,59,54,22,2,87,59,49,66,57,10,0,10,8,14,3,4,1,2,7,12,6,15,5,13,9,11,20
90,35,26,71,75,62,91,29,73,72,30,38,80,32,90,82,77,29,34,4,12,54,53,60,100,41,46,78,66,21,98,41,0,3,6,8,14,9,5,10,1,13,11,2,4,7,12,15,21
67,59,61,75,65,21,7,84,96,21,42,89,35,86,3,77,0,44,8,19,50,39,49,66,60,20,70,10,33,56,55,23,0,1,11,5,6,3,7,8,9,14,10,15,12,2,13,4,22
40,72,87,57,32,29,94,61,33,91,60,0,80,61,7,74,61,43,100,24,96,16,91,18,19,20,6,86,66,68,39,100,0,15,4,13,7,12,2,8,5,11,10,9,3,1,6,14,23
11,58,79,8,84,90,42,72,98,46,55,36,40,19,7,69,83,30,68,88,59,70,98,71,85,75,40,26,83,100,3,2,0,15,6,13,5,1,8,4,11,12,2,14,9,10,3,7,24
3,36,61,58,55,30,72,28,45,32,11,27,17,13,31,33,7,49,80,0,35,31,50,92,22,1,79,60,52,17,81,88,0,5,6,12,7,10,4,2,14,9,3,1,13,15,11,8,25
3,67,17,94,78,15,84,18,75,11,24,76,67,88,33,65,2,92,92,63,54,48,2,6,71,4,52,85,83,90,47,27,0,8,1,13,6,14,9,3,2,4,12,11,15,10,7,5,26
51,56,0,24,18,11,15,27,20,55,95,9,49,92,0,90,60,42,51,20,57,22,6,94,58,29,54,38,32,20,16,6,0,8,13,12,5,10,9,14,2,15,1,3,4,7,11,6,27
30,5,18,81,49,27,63,24,25,29,65,91,4,83,6,56,86,81,65,23,25,36,68,2,13,31,8,12,63,71,20,49,0,11,9,3,2,14,8,5,1,6,7,15,10,4,12,13,28
56,0,34,66,73,46,69,64,65,22,51,38,37,40,46,32,50,10,5,91,45,41,38,44,28,4,9,32,51,7,75,31,0,4,15,2,3,5,7,10,6,11,1,9,13,12,8,14,29
19,19,65,85,93,54,98,85,21,27,15,33,86,55,59,54,100,28,78,24,28,15,41,13,74,34,26,86,74,43,86,60,0,4,5,13,1,3,15,6,2,8,9,12,14,7,11,10,30
21,6,31,41,92,0,64,15,52,78,21,14,100,49,3,75,30,49,13,67,98,83,39,15,65,64,5,85,49,16,79,90,0,5,1,8,9,7,13,4,12,15,10,6,2,3,14,11,31
7,29,11,21,6,6,60,6,48,71,7,89,32,50,52,73,11,48,56,82,75,27,49,47,47,90,7,37,64,36,69,98,0,1,2,3,10,14,11,6,4,7,9,15,12,5,8,13,32
17,65,59,23,90,47,19,0,28,35,72,99,1,74,95,50,76,24,79,23,87,71,50,5,21,13,92,77,46,96,99,30,0,6,14,5,13,10,7,2,15,9,8,1,11,3,12,4,33
100,99,88,17,29,59,16,52,15,27,44,36,35,15,69,6,87,64,25,66,39,37,18,12,21,87,69,10,90,30,64,52,0,15,5,10,2,9,12,3,4,11,6,7,13,1,14,8,34
32,34,79,68,55,55,66,2,49,96,60,72,73,13,71,28,2,38,88,19,40,59,3,24,45,47,18,21,50,51,64,99,0,12,10,14,2,5,4,15,1,7,9,6,3,13,11,8,35
14,68,68,59,17,69,16,20,29,60,77,36,93,29,43,68,37,30,99,41,100,6,62,68,42,92,57,56,88,83,13,74,0,15,12,7,13,1,11,14,9,6,10,5,8,3,4,2,36
45,13,26,16,29,13,81,89,24,90,32,62,1,83,6,41,6,81,16,50,88,84,0,10,17,86,92,99,62,24,27,31,0,14,10,13,3,4,12,6,8,5,9,7,11,15,1,2,37
11,57,57,31,60,3,27,66,90,91,33,54,54,8,79,93,10,48,77,36,8,27,88,50,12,94,9,35,93,26,47,7,0,5,3,12,7,4,11,14,9,1,2,6,15,10,13,8,38
