49,42,85,60,25,74,87,84,91,8,12,68,66,17,16,77,44,36,83,74,45,79,69,62,66,75,43,5,37,34,55,55,0,8,14,13,6,4,1,3,9,11,12,10,2,7,5,15,0
48,53,12,94,98,86,0,44,18,67,56,93,52,28,85,64,68,55,84,46,44,24,92,3,28,62,27,72,99,42,85,89,0,12,3,4,13,1,5,15,2,7,8,9,14,11,6,10,1
67,14,13,96,39,35,85,81,76,16,89,49,2,81,10,9,95,57,54,38,97,29,29,35,21,94,3,73,66,24,70,25,0,4,10,5,8,3,12,1,6,13,7,11,2,9,14,15,2
96,66,73,67,50,54,32,59,53,90,24,21,51,21,75,98,77,37,15,37,94,99,42,64,48,16,40,36,35,87,72,34,0,10,7,4,14,3,11,2,13,9,5,12,6,15,8,1,3
30,32,21,31,78,24,68,40,54,16,71,66,2,59,82,15,15,89,0,65,6,30,44,22,10,32,67,32,17,21,5,13,0,1,14,15,10,12,6,9,8,5,3,13,2,7,4,11,4
62,24,14,30,44,41,12,47,67,2,69,28,52,24,21,83,3,42,37,48,40,33,76,34,76,95,85,26,62,9,55,91,0,5,13,11,12,15,7,3,8,1,9,2,10,6,14,4,5
49,68,87,50,78,8,50,3,4,54,65,38,24,29,77,5,92,11,89,77,56,75,61,18,43,66,20,38,30,89,24,71,0,12,14,15,4,13,6,3,11,7,2,8,5,1,9,10,6
30,17,53,82,74,31,18,11,48,31,8,4,64,68,45,75,5,47,34,95,66,77,42,32,62,27,37,33,74,74,12,90,0,3,5,8,15,9,7,1,10,14,6,2,12,4,11,13,7
22,73,81,30,17,78,86,62,85,70,17,100,1,73,5,36,41,2,95,51,39,8,3,33,50,94,96,3,25,18,70,60,0,2,5,12,15,4,3,9,1,13,8,10,14,11,7,6,8
14,2,17,0,70,34,36,20,38,10,76,38,79,65,88,89,6,5,15,23,44,49,45,19,34,75,1,9,50,59,45,65,0,1,4,3,11,2,5,6,7,12,15,14,10,9,13,8,9
26,18,75,44,91,19,38,74,28,65,78,64,76,8,48,27,40,81,80,87,30,0,6,26,70,54,45,98,96,47,27,34,0,10,7,6,2,14,1,12,5,9,13,8,3,4,15,11,10
65,21,55,35,92,0,60,4,93,48,45,42,34,8,56,22,13,72,56,51,92,92,19,43,75,69,2,27,94,78,16,6,0,7,6,15,13,11,8,5,1,9,12,10,14,4,2,3,11
3,25,59,64,46,8,0,7,53,48,64,90,89,37,12,10,28,97,89,54,17,67,19,58,37,17,59,85,71,8,88,38,0,3,7,12,2,14,6,15,9,4,1,13,5,8,10,11,12
